objectid,identifier,box number,title,creator,description,date,date is approximate,subject,sensitive,location,latitude,longitude,source,filename,type,format original,format,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,relation
tabor0222,pg83-b05-f47-007_003,05,Interstate-Callahan,,"Postcard of the Interstate-Callahan Mine, at the east fork of 9 Mile Creek Road, near Wallace, Idaho.",,,mines; photographic postcards; trees,,"Wallace, Idaho",47.4743398,-115.9201941,"PG 83, George W. Tabor Photographs, 1890-2186",pg83-b05-f47-007_003.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-007_003.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-007_003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-007_003_th.jpg,
tabor0223,pg83-b05-f47-008_001,05,Men and mining machinery,,Two men looking at mining machinery.,,,miners; workers; men; machinery; mines,,,,,"PG 83, George W. Tabor Photographs, 1890-2187",pg83-b05-f47-008_001.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_001.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_001_th.jpg,
tabor0224,pg83-b05-f47-008_002,05,Miner and mine carts,"Tabor's Photo Service, Wallace Idaho",A miner next to mine carts in a tunnel.,,,miners; mines; tunnels;,,,,,"PG 83, George W. Tabor Photographs, 1890-2188",pg83-b05-f47-008_002.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_002.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_002_th.jpg,
tabor0225,pg83-b05-f47-008_003,05,Mining equipment,,A spool of wire and mining equipment.,,,mines; machinery; spools,,,,,"PG 83, George W. Tabor Photographs, 1890-2189",pg83-b05-f47-008_003.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_003.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_003_th.jpg,
tabor0226,pg83-b05-f47-008_004,05,Buildings and logs,,Logs and a few buildings in a cleared out part of the forest.,,,logging; buildings (structures); forests (plant communities),,,,,"PG 83, George W. Tabor Photographs, 1890-2190",pg83-b05-f47-008_004.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_004.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_004_th.jpg,
tabor0227,pg83-b05-f47-008_005,05,Miners behind machinery,"Tabor's Photo Service, Wallace Idaho",Three miners standing behind mining machinery.,,,mines; miners; tunnels; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2191",pg83-b05-f47-008_005.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_005.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_005_th.jpg,
tabor0228,pg83-b05-f47-008_006,05,Miner and machinery,,A miner looks at mining machinery.,,,mines; miners; tunnels; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2192",pg83-b05-f47-008_006.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_006.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_006_th.jpg,
tabor0229,pg83-b05-f47-008_007,05,Mining machinery [01],,Photograph of mining machinery.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2193",pg83-b05-f47-008_007.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_007.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_007_th.jpg,
tabor0230,pg83-b05-f47-008_008,05,Mining machinery [02],,Photograph of mining machinery.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2194",pg83-b05-f47-008_008.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_008.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_008_th.jpg,
tabor0231,pg83-b05-f47-008_009,05,Underground hoist room at the Star Mine,,A miner sitting in a chair on a platform in the underground hoist room at the Star Mine.,,,miners; mines; machinery; workers,,"Star Mine, Idaho",47.49366025,-115.824713,"PG 83, George W. Tabor Photographs, 1890-2195",pg83-b05-f47-008_009.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_009.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_009_th.jpg,
tabor0232,pg83-b05-f47-008_010,05,Mining machinery [03],,Photograph of mining machinery.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2196",pg83-b05-f47-008_010.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_010.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_010_th.jpg,
tabor0233,pg83-b05-f47-008_012,05,Closeup of a single drum hoist,,A picture of a single drum hoist.,,,spools; mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2198",pg83-b05-f47-008_012.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_012.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_012_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_012_th.jpg,
tabor0234,pg83-b05-f47-008_014,05,Cylindrical mining machinery,,Photograph of cylindrical mining machinery.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2200",pg83-b05-f47-008_014.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_014.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_014_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_014_th.jpg,
tabor0235,pg83-b05-f47-008_015,05,Closeup of mining machinery inside a room,,A closeup shot of mining machinery. Windows can be seen in the background.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2201",pg83-b05-f47-008_015.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_015.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_015_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_015_th.jpg,
tabor0236,pg83-b05-f47-008_016,05,Mining machinery in front of white fabric,,A closeup shot of mining machinery in front of white fabric and windows.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2202",pg83-b05-f47-008_016.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_016.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_016_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_016_th.jpg,
tabor0237,pg83-b05-f47-008_017,05,Side closeup view of mining machinery,,A closeup shot of mining machinery.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2203",pg83-b05-f47-008_017.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_017.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_017_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_017_th.jpg,
tabor0238,pg83-b05-f47-008_018,05,Underground double drum hoist room [01],,A man sitting in a chair on a platform in the underground double drum hoist room.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2204",pg83-b05-f47-008_018.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_018.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_018_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_018_th.jpg,
tabor0239,pg83-b05-f47-008_019,05,Underground double drum hoist room [02],,A man sitting in a chair on a platform in the underground double drum hoist room.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2205",pg83-b05-f47-008_019.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_019.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_019_th.jpg,
tabor0240,pg83-b05-f47-008_020,05,Fire door in mine,,Photograph of a fire door in a mining tunnel. Pipes and mining equipment line the sides of the tunnel.,,,mines; tunnels; fire doors,,,,,"PG 83, George W. Tabor Photographs, 1890-2206",pg83-b05-f47-008_020.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_020.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_020_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_020_th.jpg,
tabor0241,pg83-b05-f47-008_021,05,Two pieces of mining machinery,,Photograph of two pieces of mining machinery in front of white fabric.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2207",pg83-b05-f47-008_021.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_021.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_021_th.jpg,
tabor0242,pg83-b05-f47-008_022,05,Two miners in the hoist room,,Two miners can be seen operating mining equipment in the hoist room.,,,miners; mines; machinery; mine hoists,,,,,"PG 83, George W. Tabor Photographs, 1890-2208",pg83-b05-f47-008_022.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_022.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_022_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_022_th.jpg,
tabor0243,pg83-b05-f47-008_023,05,Miner in the hoist room,,A miner sits in a chair on a platform next to mining machinery in the hoist room.,,,miners; mines; machinery; mine hoists,,,,,"PG 83, George W. Tabor Photographs, 1890-2209",pg83-b05-f47-008_023.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_023.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_023_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_023_th.jpg,
tabor0244,pg83-b05-f47-008_025,05,Shaft opening of mine,,"Photograph of the cages at the shaft opening of a mine. Part of a person can be seen, obscured by the tunnel structure.",,,mines; tunnels; miners; mine shafts,,,,,"PG 83, George W. Tabor Photographs, 1890-2211",pg83-b05-f47-008_025.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_025.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_025_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_025_th.jpg,
tabor0245,pg83-b05-f47-008_026,05,Pump room,,Photograph of mining machinery in the pump room.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2212",pg83-b05-f47-008_026.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_026.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_026_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_026_th.jpg,
tabor0246,pg83-b05-f47-008_027,05,Mining machinery in a room,,Photograph of mining machinery inside a room.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2213",pg83-b05-f47-008_027.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_027.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_027_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_027_th.jpg,
tabor0247,pg83-b05-f47-008_028,05,Mining machinery outside,,Photograph of mining machinery outside under an overhang.,,,mines; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2214",pg83-b05-f47-008_028.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_028.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_028_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_028_th.jpg,
tabor0248,pg83-b05-f47-008_029,05,Mining machinery with reference charts,,Photograph of mining machinery with reference charts on the wall behind the machinery.,,,mines; machinery; spools,,,,,"PG 83, George W. Tabor Photographs, 1890-2215",pg83-b05-f47-008_029.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_029.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_029_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_029_th.jpg,
tabor0249,pg83-b05-f47-008_030,05,Three miners inside a mine,"Tabor's Photo Service, Wallace Idaho",Three miners working with mining machinery.,,,mines; miners; tunnels; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2216",pg83-b05-f47-008_030.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_030.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_030_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_030_th.jpg,
tabor0250,pg83-b05-f47-008_031,05,Three miners and mine carts,"Tabor's Photo Service, Wallace Idaho",Three miners standing next to mine carts.,,,mines; miners; tunnels; machinery,,,,,"PG 83, George W. Tabor Photographs, 1890-2217",pg83-b05-f47-008_031.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-008_031.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-008_031_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-008_031_th.jpg,
tabor0251,pg83-b05-f47-009_001,05,Miners in the snow,"Hecla Mining Company, Box 320 Wallace, Idaho 83873","Miners in the snow working at the Hecla Mining Company in Wallace, Idaho.",,,miners; buildings (structures); snow (precipitation); mines;,,,,,"PG 83, George W. Tabor Photographs, 1890-2219",pg83-b05-f47-009_001.jpg,Image;StillImage,Black & white print,image/jpeg,George W. Tabor Photographs,University of Idaho Library Special Collections and Archives,eng,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/tabor/pg83-b05-f47-009_001.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/small/pg83-b05-f47-009_001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/tabor/thumbs/pg83-b05-f47-009_001_th.jpg,
