objectid,filename,title,creator,description,archival_date,date,date is approximate?,subject,location,latitude,longitude,source,finding_aid,file,format original,format,type,rights,rightsstatement,language,digital collection,contributing institution,display_template,object_location,image_small,image_thumb
flora040,pg129-040.jpg,Aquilegia formosa,Thomas R. Ashlee,"Common name: Red Columbine. The photo's envelope reads: 'Moscow May 14 - 34. Garden [of] R.A. Deittert. Originally from Blue Mts. Aquilegia formosa, Fisch. A32, T1"", 5:30 PM. Shade.'",1934-05-14,1934-05-14,yes,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-040,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-040.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-040_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-040_th.jpg
flora041,pg129-041.jpg,Lobelia kalmii,Thomas R. Ashlee,"Common name: Kalm's lobelia. The photo's envelope reads: 'June 30/1934. Moscow, Idaho. Lobelia kalmii, L. T1/25, A32, F.S. 3:15 PM.'",1934-06-30,1934-06-30,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-041,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-041.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-041_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-041_th.jpg
flora042,pg129-042.jpg,Lysichiton camtschatcensis,Thomas R. Ashlee,"Common name: Asian Skunk Cabbage. The photo's envelope reads: 'Pend d'Oreille Nat Forest Cedar creek. Lysichiton camtschatcensis, (L) Schott. T1/2"", A16, D6-5', shade. July 1 - 33. #2 - 4"". Enl. mask #1 f16 1 min.'",1933-07-01,1933-07-01,,plants; botany; Idaho; flora; native plants,"Cedar Creek, Pend d'Oreille, National Forest, Idaho",46.95546481,-116.0275776,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-042,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-042.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-042_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-042_th.jpg
flora044,pg129-044.jpg,View of Lake Pend d'Oreille,Thomas R. Ashlee,"The photo's envelope reads: 'View of Lake Pend d'Oreille. Pseudotsuga, Juniperus, & Pinus ponderosa. #4 15 sec. #2, 3"".'",1934,1934,yes,plants; botany; flora; trees; lake,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-044,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-044.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-044_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-044_th.jpg
flora045,pg129-045.jpg,Penstemon glaber,Thomas R. Ashlee,"Common name: Alpine Beardtongue. The photo's envelope reads: 'Moscow, May 14 - 34. Garden [of]  R.A. Deittert. Penstemon glaber, Pursh. ? T1"", A32. 5:30 PM. Originally from Blue Mts.'",1934-05-14,1934-05-14,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-045,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-045.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-045_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-045_th.jpg
flora046,pg129-046.jpg,Lonicera ciliosa,Thomas R. Ashlee,"Common name: Orange Honeysuckle. The photo's envelope reads: 'Viola grade May 14, 1934. Lonicera ciliosa (Pursh) Poir. A32, T1/2"". F.S. 3:45 PM.'",1934-05-14,1934-05-14,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-046,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-046.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-046_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-046_th.jpg
flora047,pg129-047.jpg,Lithospermum ruderale,Thomas R. Ashlee,"Common name: Western Stoneseed. The photo's envelope reads: 'S. Paradise Ridge. March 31 - 34. Lithospermum ruderale, Dougl.'",1934-03-31,1934-03-31,,plants; botany; Idaho; flora; native plants,"South Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-047,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-047.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-047_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-047_th.jpg
flora048,pg129-048.jpg,Clematis columbiana,Thomas R. Ashlee,Common name: Rock Clematis. The back of the photo reads: 'Clematis columbiana. T.R.A.',1934,1934,yes,plants; botany; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-048,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-048.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-048_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-048_th.jpg
flora049,pg129-049.jpg,Philadelphus lewisii,Thomas R. Ashlee,"Common name: Lewis' mock-orange. The photo's envelope reads: 'June 17/1934. Paradise Ridge. Philadelphus lewisii, Pursh. A16, T1/25, F.S. 4:15 PM.'",1934-06-17,1934-06-17,,plants; botany; Idaho; flora; native plants,"Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-049,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-049.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-049_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-049_th.jpg
flora050,pg129-050.jpg,Veratrum californicum [2],Thomas R. Ashlee,"Common name: Corn Lily. An unidentified man stands examining the plants. The photo's envelope reads: 'Veratrum californicum, Durand. June 26 - 32. T1/52"", A32, 10 AM, BT Sun. T1/5"", A16, 4 PM, Dull. Group, clump. Enl mask #1 f11 1 1/2"".'",1932-06-26,1932-06-26,,plants; botany; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-050,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-050.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-050_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-050_th.jpg
flora051,pg129-051.jpg,Pachystima myrsinites,Thomas R. Ashlee,"The photo's envelope reads: 'Woods E of Viola grade Thatuna Hills. Feb 18 - 34. Pachystima myrsinites, (Pursh) Rat. T1/5"", A16. F.S. in crack - granite rock.'",1934-02-18,1934-02-18,,plants; botany; Idaho; flora; native plants,"Thatuna Hills, Moscow, Idaho",46.80565116,-116.8543584,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-051,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-051.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-051_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-051_th.jpg
flora052,pg129-052.jpg,Smilacina amplexicaulis,Thomas R. Ashlee,"Common name: Western Solomon Plume. The photo's envelope reads: 'Smilacina amplexicaulis, Nutt. june 23, 33. Cornall. T1"" count, A16, woods. Enl mask #1 white f11 1'40"". 15"" #2.'",1933-06-23,1933-06-23,,plants; botany; Idaho; flora; native plants,"Cornwall, Idaho",46.70936626,-116.8648576,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-052,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-052.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-052_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-052_th.jpg
flora053,pg129-053.jpg,Epilobium angustifolium,Thomas R. Ashlee,"Common name: Fireweed. The photo's envelope reads: 'June 17/1934 Paradise Ridge. Epilobium angustifolium, L. A16, T1/25"". 3:30 PM.'",1934-06-17,1934-06-17,,plants; botany; Idaho; flora; native plants,"Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-053,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-053.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-053_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-053_th.jpg
flora054,pg129-054.jpg,Erythronium parviflorum,Thomas R. Ashlee,"Common name: Glacier Lily. The photo's envelope reads: 'May 30 - 33 Miller R Boville. Erythronium parviflorum, (Wats) gooding. A16-5, T1/25"". 11 AM Full Sun. A16 T1/5"". A16, 1/25. #4 1 1/2 (sinu redweeds).'",1933-05-30,1933-05-30,,plants; botany; flora; native plants,"Boville, Idaho",46.85877556,-116.3934378,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-054,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-054.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-054_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-054_th.jpg
flora055,pg129-055.jpg,Adiantum pedatum,Thomas R. Ashlee,"Common name: Northern Maidenhair Fern. The photo's envelope reads: 'July 16/1934. Elk R Falls Canyon. Adiantum pedatum, L. A32, T1"", 1:30 PM. Shade.'",1934-07-16,1934-07-16,,plants; botany; Idaho; flora; native plants,"Elk River Falls Canyon, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-055,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-055.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-055_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-055_th.jpg
flora057,pg129-057.jpg,Penstemon confertus,Thomas R. Ashlee,"Common name: Yellow Penstemon. The photo's envelope reads: 'Viola grade May 1934. Penstemon confertus Dougl. A16, T1/25"", F.S. 2:15 PM.'",1934-05,1934-05,,plants; botany; Idaho; flora; native plants,"Viola, Idaho",46.83902828,-117.0237102,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-057,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-057.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-057_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-057_th.jpg
flora058,pg129-058.jpg,Monotropa uniflora,Thomas R. Ashlee,"Common name: Ghost Plant. The photo's envelope reads: 'July 9/1934. Elk R Falls. Monotropa uniflora, L. A16, T1/2"" 9 AM, Light woods.'",1934-07-09,1934-07-09,,plants; botany; Idaho; flora; native plants,"Elk River Falls, Idaho",46.73670239,-116.1726771,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-058,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-058.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-058_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-058_th.jpg
flora059,pg129-059.jpg,Mertensia oblongifolia,Thomas R. Ashlee,"Common name: Sagebrush Bluebells. The photo's envelope reads: 'S. side Paradise Ridge. March 31 - 34. Mertensia oblongifolia, (Nutt) G Dro. A16, T1/2"", 2 PM, Dull.'",1934-03-31,1934-03-31,,plants; botany; Idaho; flora; native plants,"South side, Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-059,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-059.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-059_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-059_th.jpg
flora060,pg129-060.jpg,Prunus demissa,Thomas R. Ashlee,"Common name: Western Chokecherry. The photo's envelope reads: 'Cornwall. June 23 - 33. Prunus demissa, (Nutt) Wieb. T1/50, A4, F.S. Enl mask #1 f11 1'5"". #5, 20"".'",1933-06-23,1933-06-23,,plants; botany; Idaho; flora; native plants,"Cornwall, Idaho",46.70936626,-116.8648576,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-060,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-060.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-060_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-060_th.jpg
flora061,pg129-061.jpg,Polystichum munitum,Thomas R. Ashlee,"Common name: Western Swordfern. The photo's envelope reads: 'July 20/1934. Above junction of Deep Creek & Elk R. Polystichum munitum, (Kaulf) Presl. A16, T1"", Dull, 12:50 PM. Fronds 3 ft, Height 3ft.'",1934-07-20,1934-07-20,,plants; botany; Idaho; flora; native plants,"Above junction of Deer Creek and Elk River, Idaho",46.80774472,-116.1691952,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-061,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-061.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-061_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-061_th.jpg
flora062,pg129-062.jpg,Unidentified Garden,Thomas R. Ashlee,View of an unidentified garden.,1934,1934,yes,plants; botany; Idaho; flora; native plants,,,,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-062,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-062.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-062_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-062_th.jpg
flora063,pg129-063.jpg,Calochortus elegans,Thomas R. Ashlee,"Common name: Cat's Ear. The photo's envelope reads: 'April 10 - 34. 3 Mi E of Moscow. Calochortus elegans, [?].#3.10"".'",1934-04-10,1934-04-10,,plants; botany; Idaho; flora; native plants,"Moscow, Idaho",46.73218964,-117.0004539,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-063,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-063.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-063_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-063_th.jpg
flora065,pg129-065.jpg,Phlox speciosa,Thomas R. Ashlee,"Common name: Showy Phlox. The photo's envelope reads: 'Phlox speciosa, Dougl. Paradise Ridge. April 20, 1934 4:30 PM. f22-32 1/10 sec superpan sun.'",1934-04-10,1934-04-10,,plants; botany; Idaho; flora; native plants,"Paradise Ridge, Moscow, Idaho",46.68746501,-116.9725929,"Thomas R. Ashlee and Geoffrey Coope collection of flora in Idaho and Washington, 1932-1934, PG 129, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv372138,pg129-065,Black and white prints,image/jpeg,Image;StillImage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,image,https://www.lib.uidaho.edu/digital/objects/flora/pg129-065.jpg,https://www.lib.uidaho.edu/digital/objects/flora/small/pg129-065_sm.jpg,https://www.lib.uidaho.edu/digital/objects/flora/thumbs/pg129-065_th.jpg
