objectid,identifier,title,description,date,date approximate,photographer/artist,subject,location,latitude,longitude,source,language,filename,type,format,format original,digital collection,contributing institution,rights,rightsstatement,display_template,object_location,image_small,image_thumb
gemphotos0160,PG101-194_11b,Student Union Building scenes [7],A woman sits behind a desk and writes while a man stands next to her and holds a telephone receiver.,1952,,,students; men; women; social centers; community centers,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-194_11b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-194_11b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-194_11b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-194_11b_th.jpg
gemphotos0161,PG101-195_01,Student Union Building scenes at the University of Idaho [1],Two students in a dining area in the Student Union Building.,1952,yes,,students; men; social centers; community centers; dining; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_01.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_01.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_01_th.jpg
gemphotos0162,PG101-195_02,Student Union Building scenes at the University of Idaho [2],A student standing in a common area in the Student Union Building.,1952,yes,,students; women; social centers; community centers,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_02.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_02.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_02_th.jpg
gemphotos0163,PG101-195_03,Student Union Building scenes at the University of Idaho [3],Jim Costley buys Pat Dyson a cup of coffee in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_03.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_03.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_03_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_03_th.jpg
gemphotos0164,PG101-195_04a,Student Union Building scenes at the University of Idaho [4],Two students have coffee in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_04a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_04a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_04a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_04a_th.jpg
gemphotos0165,PG101-195_04b,Student Union Building scenes at the University of Idaho [5],Two students have coffee in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_04b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_04b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_04b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_04b_th.jpg
gemphotos0166,PG101-195_05,Student Union Building scenes at the University of Idaho [6],Three men moving a desk in the Student Union Building.,1952,yes,,men; social centers; community centers;,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_05_th.jpg
gemphotos0167,PG101-195_06a,Student Union Building scenes at the University of Idaho [7],Students dining in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_06a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_06a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_06a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_06a_th.jpg
gemphotos0168,PG101-195_06b,Student Union Building scenes at the University of Idaho [8],Students dining in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_06b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_06b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_06b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_06b_th.jpg
gemphotos0169,PG101-195_07a,Student Union Building scenes at the University of Idaho [9],Students dining in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_07a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_07a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_07a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_07a_th.jpg
gemphotos0170,PG101-195_07b,Student Union Building scenes at the University of Idaho [10],Students dining in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_07b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_07b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_07b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_07b_th.jpg
gemphotos0171,PG101-195_08,Student Union Building scenes at the University of Idaho [11],Three men moving a desk in the Student Union Building.,1952,yes,,men; social centers; community centers;,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_08.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_08.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_08_th.jpg
gemphotos0172,PG101-195_09,Student Union Building scenes at the University of Idaho [12],A student sitting in a common area of the Student Union Building,1952,yes,,students; women; social centers; community centers,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_09.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_09.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_09_th.jpg
gemphotos0173,PG101-195_10,Student Union Building scenes at the University of Idaho [13],Two students socializing in the stairwell of the Student Union Building.,1952,yes,,students; men; women; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_10.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_10.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_10_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_10_th.jpg
gemphotos0174,PG101-195_11,Student Union Building scenes at the University of Idaho [14],Students dining in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_11.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_11.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_11_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_11_th.jpg
gemphotos0175,PG101-195_12,Student Union Building scenes at the University of Idaho [15],Students dining in the Student Union Building.,1952,yes,,students; men; women; dining; social centers; community centers; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-195_12.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-195_12.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-195_12_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-195_12_th.jpg
gemphotos0176,PG101-196_01,University of Idaho Student Union Building [1],A photograph of the Student Union Building at night.,1953,yes,,social centers; institutional buildings; community centers,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-196_01.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-196_01.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-196_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-196_01_th.jpg
gemphotos0177,PG101-196_02,University of Idaho Student Union Building [2],A photograph of students standing outside of the Student Bookstore.,1953,yes,,students; bookstores; education; men; women; institutional buildings,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-196_02.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-196_02.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-196_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-196_02_th.jpg
gemphotos0178,PG101-197_05a,University of Idaho President J.E. Buchanan [1],A portrait of President J.E. Buchanan standing in front of a bookshelf.,1953,yes,,faculty; education; administrators; executives; presidents; portraits; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_05a.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_05a.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_05a_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_05a_th.jpg
gemphotos0179,PG101-197_05b,University of Idaho President J.E. Buchanan [2],A portrait of President J.E. Buchanan standing in front of a bookshelf.,1953,yes,,faculty; education; administrators; executives; presidents; portraits; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_05b.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_05b.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_05b_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_05b_th.jpg
gemphotos0180,PG101-197_05c,University of Idaho President J.E. Buchanan [3],A portrait of President J.E. Buchanan standing in front of a bookshelf.,1953,yes,,faculty; education; administrators; executives; presidents,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_05c.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_05c.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_05c_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_05c_th.jpg
gemphotos0181,PG101-197_06,University of Idaho President J.E. Buchanan [4],A group of men including President J.E. Buchanan (on the left) are seated in a crowd. One of the men points to the right and Buchanan has a pair of binoculars around his neck.,1953,,,faculty; education; administrators; executives; presidents; portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_06.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_06.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_06_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_06_th.jpg
gemphotos0182,PG101-197_07,University of Idaho President J.E. Buchanan [5],A portrait of President J.E. Buchanan standing in front of a bookshelf.,1953,yes,,faculty; education; administrators; executives; presidents; portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_07.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_07.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_07_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_07_th.jpg
gemphotos0183,PG101-197_08,University of Idaho President J.E. Buchanan [6],A portrait of President J.E. Buchanan standing in front of a bookshelf with an unidentified woman.,1953,yes,,faculty; education; administrators; executives; presidents; group portraits; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_08.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_08.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_08_th.jpg
gemphotos0184,PG101-197_09,University of Idaho President J.E. Buchanan [7],"University of Idaho President J.E. Buchanan posing with new Dean of Forestry, Ernest Wohletz in the Natural Resources Building.",1953,yes,,faculty; education; administrators; executives; presidents; group portraits; forestry; natural resources; buildings; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_09.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_09.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_09_th.jpg
gemphotos0185,PG101-197_10,University of Idaho President J.E. Buchanan [8],"University of Idaho President J.E. Buchanan posing with new Dean of Forestry, Ernest Wohletz in the Natural Resources Building.",1953,yes,,faculty; education; administrators; executives; presidents; group portraits; forestry; natural resources; buildings; men,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_10.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_10.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_10_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_10_th.jpg
gemphotos0186,PG101-197_11,University of Idaho President J.E. Buchanan [9],"University of Idaho President J.E. Buchanan posing with two women and a man behind a table with candleholders, plates, and cups.",1953,,,faculty; education; administrators; executives; presidents; group portraits; men; women,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-197_11.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-197_11.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-197_11_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-197_11_th.jpg
gemphotos0187,PG101-198_01,University of Idaho majorettes [1],The University of Idaho majorettes dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_01.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_01.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_01_th.jpg
gemphotos0188,PG101-198_02,University of Idaho majorettes [2],The University of Idaho majorettes dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_02.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_02.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_02_th.jpg
gemphotos0189,PG101-198_05,University of Idaho majorettes [3],The University of Idaho majorettes dancing.,1955,,,dance; women; events; group portraits,,,,"PG 101, University of Idaho Gem of the Mountains Photograph Collection",eng,PG101-198_05.jpg,Image;StillImage,image/jpeg,black and white negative,Gem of the Mountain Yearbook Photographs,University of Idaho Library Special Collections and Archives,"Educational use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/gemphotos/PG101-198_05.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/small/PG101-198_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/gemphotos/thumbs/PG101-198_05_th.jpg
