objectid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,type,format original,format,findingaid,digital collection,contributing institution,language,rights,rightsstatement,display_template,identifier,object_location,image_small,image_thumb,old-filename
fiddlers038,"15dalemorris,grandnat85.jpg",Grand National Champion - Dale Morris,National Oldtime Fiddle Contest and Festival Organization,1985-06,June 1985,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1985",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"15dalemorris,grandnat85","https://www.lib.uidaho.edu/digital/objects/fiddlers/15dalemorris,grandnat85.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/15dalemorris,grandnat85_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/15dalemorris,grandnat85_th.jpg","15DaleMorris,GrandNat85.jpg"
fiddlers039,16randypollardgrandnat86.jpg,Grand National Champion - Randy Pollard,National Oldtime Fiddle Contest and Festival Organization,1986-06,June 1986,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1986",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,16randypollardgrandnat86,https://www.lib.uidaho.edu/digital/objects/fiddlers/16randypollardgrandnat86.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/16randypollardgrandnat86_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/16randypollardgrandnat86_th.jpg,16RandyPollardGrandNat86.jpg
fiddlers040,"17jimmiedonbatesgrandnat87,97.jpg",Grand National Champion - Jimmie Don Bates,National Oldtime Fiddle Contest and Festival Organization,1987-06; 1997-06,June 1987; June 1997,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1987 and 1997",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"17jimmiedonbatesgrandnat87,97","https://www.lib.uidaho.edu/digital/objects/fiddlers/17jimmiedonbatesgrandnat87,97.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/17jimmiedonbatesgrandnat87,97_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/17jimmiedonbatesgrandnat87,97_th.jpg","17JimmieDonBatesGrandNat87,97.jpg"
fiddlers041,"18matthewhartzgrandnat88,92.jpg",Grand National Champion - Matthew Hartz,National Oldtime Fiddle Contest and Festival Organization,1988-06; 1992-06,June 1988; June 1992,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1988 and 1992",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"18matthewhartzgrandnat88,92","https://www.lib.uidaho.edu/digital/objects/fiddlers/18matthewhartzgrandnat88,92.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/18matthewhartzgrandnat88,92_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/18matthewhartzgrandnat88,92_th.jpg","18MatthewHartzGrandNat88,92.jpg"
fiddlers042,19rudiboohergrandnat90.jpg,Grand National Champion - Rudi Booher,National Oldtime Fiddle Contest and Festival Organization,1990-06,June 1990,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1990",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,19rudiboohergrandnat90,https://www.lib.uidaho.edu/digital/objects/fiddlers/19rudiboohergrandnat90.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/19rudiboohergrandnat90_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/19rudiboohergrandnat90_th.jpg,19RudiBooherGrandNat90.jpg
fiddlers043,20colttiptongrandnat95.jpg,Grand National Champion - Colt Tipton,National Oldtime Fiddle Contest and Festival Organization,1995-06,June 1995,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1995",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,20colttiptongrandnat95,https://www.lib.uidaho.edu/digital/objects/fiddlers/20colttiptongrandnat95.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/20colttiptongrandnat95_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/20colttiptongrandnat95_th.jpg,20ColtTiptonGrandNat95.jpg
fiddlers044,"21lukebulla,grandnat96.jpg",Grand National Champion - Luke Bulla,National Oldtime Fiddle Contest and Festival Organization,1996-06,June 1996,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1996",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"21lukebulla,grandnat96","https://www.lib.uidaho.edu/digital/objects/fiddlers/21lukebulla,grandnat96.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/21lukebulla,grandnat96_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/21lukebulla,grandnat96_th.jpg","21LukeBulla,GrandNat96.jpg"
fiddlers045,"22danitarast,grandnat98,2000,2001.jpg",Grand National Champion - Danita Rast,National Oldtime Fiddle Contest and Festival Organization,1998-06; 2000-06; 2001-06 ,June 1998; June 2000; June 2001,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1998,2000,2001",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"22danitarast,grandnat98,2000,2001","https://www.lib.uidaho.edu/digital/objects/fiddlers/22danitarast,grandnat98,2000,2001.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/22danitarast,grandnat98,2000,2001_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/22danitarast,grandnat98,2000,2001_th.jpg","22DanitaRast,GrandNat98,2000,2001.jpg"
fiddlers046,23shanecookgrandnat99.jpg,Grand National Champion - Shane Cook,National Oldtime Fiddle Contest and Festival Organization,1999-06,June 1999,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  1999",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,23shanecookgrandnat99,https://www.lib.uidaho.edu/digital/objects/fiddlers/23shanecookgrandnat99.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/23shanecookgrandnat99_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/23shanecookgrandnat99_th.jpg,23ShaneCookGrandNat99.jpg
fiddlers047,"24tristanclarridgegrandnat2002,2003,2004,2006,2008.jpg",Grand National Champion - Tristan Clarridge,National Oldtime Fiddle Contest and Festival Organization,2002-06; 2003-06; 2004-06; 2006-06; 2008-06,June 2002; June 2003; June 2004; June 2006; June 2008,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  2002,2003,2004,2006,2008 ",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"24tristanclarridgegrandnat2002,2003,2004,2006,2008","https://www.lib.uidaho.edu/digital/objects/fiddlers/24tristanclarridgegrandnat2002,2003,2004,2006,2008.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/24tristanclarridgegrandnat2002,2003,2004,2006,2008_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/24tristanclarridgegrandnat2002,2003,2004,2006,2008_th.jpg","24TristanClarridgeGrandNat2002,2003,2004,2006,2008.jpg"
fiddlers048,25tashinaclarridgegrandnat2005.jpg,Grand National Champion - Tashina Clarridge,National Oldtime Fiddle Contest and Festival Organization,2005-06,June 2005,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  2005",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,25tashinaclarridgegrandnat2005,https://www.lib.uidaho.edu/digital/objects/fiddlers/25tashinaclarridgegrandnat2005.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/25tashinaclarridgegrandnat2005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/25tashinaclarridgegrandnat2005_th.jpg,25TashinaClarridgeGrandNat2005.jpg
fiddlers049,26alexhargreavesgrandnat2007.jpg,Grand National Champion - Alex Hargreaves,National Oldtime Fiddle Contest and Festival Organization,2007-06,June 2007,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  2007",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,26alexhargreavesgrandnat2007,https://www.lib.uidaho.edu/digital/objects/fiddlers/26alexhargreavesgrandnat2007.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/26alexhargreavesgrandnat2007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/26alexhargreavesgrandnat2007_th.jpg,26AlexHargreavesGrandNat2007.jpg
fiddlers050,"27kimberludikergrandnat,2009,2010.jpg",Grand National Champion - Kimber Ludiker [1],National Oldtime Fiddle Contest and Festival Organization,2009-06; 2010-06,June 2009; June 2010,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  2009,2010",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"27kimberludikergrandnat,2009,2010","https://www.lib.uidaho.edu/digital/objects/fiddlers/27kimberludikergrandnat,2009,2010.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/27kimberludikergrandnat,2009,2010_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/27kimberludikergrandnat,2009,2010_th.jpg","27KimberLudikerGrandNat,2009,2010.jpg"
fiddlers051,"28katrinanicolayeff,grandnat,2011,2013,2016,2018,2019.jpg",Grand National Champion - Kimber Ludiker [2],National Oldtime Fiddle Contest and Festival Organization,2011-06; 2013-06; 2016-06; 2018-06; 2019-06,June 2011; June 2013; June 2016; June 2018; June 2019,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  2011,2013,2016,2018,2019",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"28katrinanicolayeff,grandnat,2011,2013,2016,2018,2019","https://www.lib.uidaho.edu/digital/objects/fiddlers/28katrinanicolayeff,grandnat,2011,2013,2016,2018,2019.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/28katrinanicolayeff,grandnat,2011,2013,2016,2018,2019_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/28katrinanicolayeff,grandnat,2011,2013,2016,2018,2019_th.jpg","28KatrinaNicolayeff,GrandNat,2011,2013,2016,2018,2019.jpg"
fiddlers052,29miaoroscograndnat2012.jpg,Grand National Champion - Mia Orosco,National Oldtime Fiddle Contest and Festival Organization,2012-06,June 2012,"Youngest girl winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in  2012",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,29miaoroscograndnat2012,https://www.lib.uidaho.edu/digital/objects/fiddlers/29miaoroscograndnat2012.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/29miaoroscograndnat2012_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/29miaoroscograndnat2012_th.jpg,29MiaOroscoGrandNat2012.jpg
fiddlers053,"30lukepricegrandnat2014,2015,2017,2022,2023.jpg",Grand National Champion - Luke Price,National Oldtime Fiddle Contest and Festival Organization,2014-06; 2015-06; 2017-06; 2022-06; 2023-06,June 2014; June 2015; June 2017; June 2022; June 2023,"Winner of the most important division of the Oldtime Fiddler Contest, Grand National Division in 2014,2015,2017,2022,2023",National;  oldtime;  fiddler;  grand national;  champion,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"30lukepricegrandnat2014,2015,2017,2022,2023","https://www.lib.uidaho.edu/digital/objects/fiddlers/30lukepricegrandnat2014,2015,2017,2022,2023.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/30lukepricegrandnat2014,2015,2017,2022,2023_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/30lukepricegrandnat2014,2015,2017,2022,2023_th.jpg","30LukePriceGrandNat2014,2015,2017,2022,2023.jpg"
fiddlers054,"benniethomassensenior74,75,79,80.jpg",Bennie Thomassen winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1974-06; 1975-06;  1979-06; 1980-06,June 1974; June 1975; June 1979; June 1980,"Winner of the Oldtime Fiddler Contest, Senior Division in 1974, 1975, 1979, 1980",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"benniethomassensenior74,75,79,80","https://www.lib.uidaho.edu/digital/objects/fiddlers/benniethomassensenior74,75,79,80.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/benniethomassensenior74,75,79,80_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/benniethomassensenior74,75,79,80_th.jpg","BennieThomassenSenior74,75,79,80.jpg"
fiddlers055,celestejohnson2010jnjn.jpg,Celeste Johnson winner Junior Junior Division,National Oldtime Fiddle Contest and Festival Organization,2010-06,June 2010,"Winner of the Oldtime Fiddler Contest, Junior-Junior Division in 2010",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,celestejohnson2010jnjn,https://www.lib.uidaho.edu/digital/objects/fiddlers/celestejohnson2010jnjn.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/celestejohnson2010jnjn_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/celestejohnson2010jnjn_th.jpg,Celestejohnson2010JnJn.jpg
fiddlers056,celestejohnson2016jn.jpg,Celeste Johnson winner Junior Division,National Oldtime Fiddle Contest and Festival Organization,2016-06,June 2016,"Winner of the Oldtime Fiddler Contest, Junior Division in 2016",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,celestejohnson2016jn,https://www.lib.uidaho.edu/digital/objects/fiddlers/celestejohnson2016jn.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/celestejohnson2016jn_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/celestejohnson2016jn_th.jpg,CelesteJohnson2016Jn.jpg
fiddlers057,coydailysenior81.jpg,Coy Daily winner Senior Division,National Oldtime Fiddle Contest and Festival Organization,1981-06,June 1981,"Winner of the Oldtime Fiddler Contest, Senior Division in 1981",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,coydailysenior81,https://www.lib.uidaho.edu/digital/objects/fiddlers/coydailysenior81.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/small/coydailysenior81_sm.jpg,https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/coydailysenior81_th.jpg,CoyDailySenior81.jpg
fiddlers058,"dickbarrett,seniorsenior1994.jpg",Dick Barrett Senior Senior,National Oldtime Fiddle Contest and Festival Organization,1994-06,June 1994,"Winner of the Oldtime Fiddler Contest, Senior Senior Division in 1994",National;  oldtime;  fiddler;  grand national;  small fry;  junior;  senior;  ladies;  men;  junior junior,"Weiser, Idaho",44.2510 N,116.9693 W,"Lyle J. Reed collection, 1964-1987, MG 573, University of Idaho Library Special Collections and Archives",Image,image,image/jpg,https://archiveswest.orbiscascade.org/ark:80444/xv425711,National Oldtime Fiddle Contest and Festival,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,"dickbarrett,seniorsenior1994","https://www.lib.uidaho.edu/digital/objects/fiddlers/dickbarrett,seniorsenior1994.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/small/dickbarrett,seniorsenior1994_sm.jpg","https://www.lib.uidaho.edu/digital/objects/fiddlers/thumbs/dickbarrett,seniorsenior1994_th.jpg","DickBarrett,SeniorSenior1994.jpg"
