objectid,filename,title,creator,date,date_is_approximate?,description,subject,location,latitude,longitude,source,findingaid,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
raney28,pg111_1_5-3.jpg,Idaho Club,Franklin Raney,1940,,"Looking north out of a window at the Idaho Club towards a residential street, with a dog running down the center of the street.",dormitories (buildings); street scenes,University of Idaho Campus,46.729599,-117.012672,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_5-3,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_5-003.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_5-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_5-003_th.jpg
raney29,pg111_1_5-4.jpg,Southwest view of Idaho Club,Franklin Raney,1941,,Cars parked along sidewalks and driving down snow covered roads in front of the Idaho Club dormitory.,dormitories (buildings); street scenes,University of Idaho Campus,46.729599,-117.012672,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_5-4,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_5-004.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_5-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_5-004_th.jpg
raney30,pg111_1_5-5.jpg,Franklin Raney,Franklin Raney,1941-11-05,,Franklin Raney reading a book in room 56 in the Idaho Club.,college students,University of Idaho Campus,46.729599,-117.012672,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_5-5,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_5-005.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_5-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_5-005_th.jpg
raney31,pg111_1_5-6.jpg,Harl Aldrich,Franklin Raney,1942-04,,"Harl Aldrich was a Spokane resident who lived in the Idaho Club. The caption on back states that he has interest in a woman named Elizabeth ""Betty"" Ann Woesner.",college students,University of Idaho Campus,46.729599,-117.012672,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_5-6,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_5-006.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_5-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_5-006_th.jpg
raney32,pg111_1_6-1.jpg,East Moscow Mountain Lookout tower,Franklin Raney,1932-07-02,,"Old Moscow Mountain lookout tower on top of a rocky, forested hill.",watchtowers; forests (plant communities),Moscow Mountain,46.805553,-116.840425,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_6-1,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_6-001.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_6-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_6-001_th.jpg
raney33,pg111_1_6-2.jpg,East Moscow Mountain [1],Franklin Raney,1940-06-01,,"Forested area of Moscow Mountain, a man standing in knee-high vegetation with trees in the background.",forests (plant communities),Moscow Mountain,46.805553,-116.840425,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_6-2,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_6-002.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_6-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_6-002_th.jpg
raney34,pg111_1_6-3.jpg,East Moscow Mountain [2],Franklin Raney,1940-06-01,,Forested area of Moscow Mountain showing trees and bushes.,forests (plant communities),Moscow Mountain,46.805553,-116.840425,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_6-3,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_6-003.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_6-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_6-003_th.jpg
raney35,pg111_1_7-1.jpg,Winton Lumber Co.,Franklin Raney,1941-06,,An elevated log flume transporting lumber in Coeur d'Alene National Forest through a densely vegetated area with trees in the background.,forests (plant communities); flumes,Coeur d'Alene National Forest,47.6776,-116.7925,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-1,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-001.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-001_th.jpg
raney36,pg111_1_7-2.jpg,Laying rails,Franklin Raney,1941-06,,"Workers laying rails on a spur line in Burnt Cabin Creek, Coeur d'Alene National Forest. Cut logs lined up in front of a crane workers are using to move more logs in place. Forested hillside in background.",forests (plant communities); railroads (infrastructure),Coeur d'Alene National Forest,47.6776,-116.7925,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-2,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-002.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-002_th.jpg
raney37,pg111_1_7-3.jpg,Logs along railroad,Franklin Raney,1941-06-28,,"Cut logs decked (stacked) along railroad at the bottom creek branch of Burnt Cabin Creek. A man is standing on the logs in the bottom right, looking up the rail line. ",forests (plant communities); railroads (infrastructure),Coeur d'Alene National Forest,47.76896,-116.529664,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-3,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-003.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-003_th.jpg
raney38,pg111_1_7-4.jpg,Looking west from Burn Cabin Creek Summit,Franklin Raney,1941-08-08,,"Flat graveled surface, possibly a road or trail, with steep forested hills beyond.",forests (plant communities),Coeur d'Alene National Forest,47.772837,-116.517913,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-4,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-004.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-004_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-004_th.jpg
raney39,pg111_1_7-5.jpg,Junior Field Trip,Franklin Raney,1941-06,,Junior field trip to the Diamon Match Company operation. Back reads: 'Jack Groom.',forests (plant communities); flumes,Coeur d'Alene National Forest,47.76896,-116.529664,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-5,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-005.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-005_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-005_th.jpg
raney40,pg111_1_7-6.jpg,Log chute,Franklin Raney,1941-07-08,,Two log flumes converging into one in the Coeur d'Alene National Forest. Timber debris surrounds the flumes.,forests (plant communities); flumes,Coeur d'Alene National Forest,47.76896,-116.529664,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-6,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-006.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-006_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-006_th.jpg
raney41,pg111_1_7-7.jpg,Rose Lake Lumber Co. [1],Franklin Raney,1941,,A clogged log flume with logs spilling out onto the ground in a forested area at Lieberg Creek by the Little North Fork Coeur d'Alene River.,forests (plant communities); flumes,Coeur d'Alene National Forest,47.782351,-116.49612,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-7,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-007.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-007_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-007_th.jpg
raney42,pg111_1_7-8.jpg,Rose Lake Lumber Co. [2],Franklin Raney,1941,,The Intersections of Camp 3 and 6 log flumes at Lavin Flowage of Lieberg Creek near the Little North Fork Coeur d'Alene River.,forests (plant communities); flumes,Coeur d'Alene National Forest,47.431757,-116.286348,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-8,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-008.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-008_th.jpg
raney43,pg111_1_7-9.jpg,Flowage and flumes,Franklin Raney,1941-09,,"Text cut off on back of image. ? flowage and flumes from Camp 3 and 6, third? right goes through to river. Leiberg Creek, Little North Fork Coeur d'Alene River. Main flume is adjacent to river, with dense forested area in the background.",forests (plant communities); flumes,Coeur d'Alene National Forest,47.431757,-116.286348,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_7-9,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_7-009.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_7-009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_7-009_th.jpg
raney44,pg111_1_8.jpg,Moscow High School,Unknown,1991-02,,A newspaper clipping detailing the plea to preserve the Moscow High School.,newspaper clippings,"Moscow, Idaho",46.73109,-116.996864,"Franklin Raney photographs, 1927-1942, PG 111, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv118347,pg111_1_8,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/digital/objects/raney/pg111_1_8.jpg,https://www.lib.uidaho.edu/digital/objects/raney/small/pg111_1_8_sm.jpg,https://www.lib.uidaho.edu/digital/objects/raney/thumbs/pg111_1_8_th.jpg
