objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,sensitive,display_template,object_location,image_small,image_thumb
hiroshima039,ma2019-39_07.jpg,Roof Tile,,"Roof tile torn from the roof of a building due to the force of the atomic bomb landing in Hiroshima, Japan.",1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_07,,Physical Object,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ma2019-39_07.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ma2019-39_07_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ma2019-39_07_th.jpg
hiroshima040,ma2019-39_08.jpg,Roof Tile,,"Roof tile torn from the roof of a building due to the force of the atomic bomb landing in Hiroshima, Japan.",1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_08,,Physical Object,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ma2019-39_08.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ma2019-39_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ma2019-39_08_th.jpg
hiroshima041,ma2019-39_09.jpg,Roof Tile,,"Roof tile torn from the roof of a building due to the force of the atomic bomb landing in Hiroshima, Japan.",1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_09,,Physical Object,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ma2019-39_09.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ma2019-39_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ma2019-39_09_th.jpg
hiroshima042,ma2019-39_10.jpg,Roof Tile,,"Roof tile torn from the roof of a building due to the force of the atomic bomb landing in Hiroshima, Japan.",1945,yes,roofing tile; world wars; Atomic bomb; rubble,"Hiroshima, Japan",,"MA 2019-39, Hiroshima University. Collection, University of Idaho Library Special Collections and Archives",MA2019-39_10,,Physical Object,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ma2019-39_10.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ma2019-39_10_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ma2019-39_10_th.jpg
hiroshima043,pg103_01_02.jpg,Buildings at Kooskia showing bridge,,Photograph of the buildings at the Kooskia Internment Camp. The photograph is a part of a scrapbook created by a former guard of the camp.,1943,yes,concentration camps; relocation; japanese americans;,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_02,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/pg103_01_02.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/pg103_01_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/pg103_01_02_th.jpg
hiroshima044,pg103_01_03.jpg,Sign at entrance of camp in Kooskia,,Photograph of the sign at the entrance to the Kooskia Internment Camp. The photograph is a part of a scrapbook created by a former guard of the camp.,1943,yes,concentration camps; relocation; japanese americans;,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_03,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/pg103_01_03.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/pg103_01_03_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/pg103_01_03_th.jpg
hiroshima045,pg103_01_17.jpg,Sawing wood at Kooskia,,Photograph of internees sawing wood at the Kooskia Internment Camp. The photograph is a part of a scrapbook created by a former guard of the camp.,1943,yes,concentration camps; relocation; japanese americans;,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_17,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/pg103_01_17.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/pg103_01_17_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/pg103_01_17_th.jpg
hiroshima046,pg103_01_26.jpg,Digging in Kooskia,,Photograph of men digging with whovesl and pickaxes at the Kooskia Internment Camp. The photograph is a part of a scrapbook created by a former guard of the camp.,1943,yes,concentration camps; relocation; japanese americans;,"Kooskia, Idaho","Kooskia Internment Camp Scrapbook, https://www.lib.uidaho.edu/digital/Kooskia/","PG 103, Kooskia Internment Camp. Scrapbook, University of Idaho Library Special Collections and Archives",PG103_01_26,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/pg103_01_26.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/pg103_01_26_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/pg103_01_26_th.jpg
hiroshima047,1994_redbarroncrabapple_01.jpg,Borah Foundation Peace Walk: Red Barron Crabapple,,"Photograph of a Red Barron Crabapple, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""Water & International Conflict."" ",1994-03,,peace; trees,University of Idaho Arboretum,,,1994_RedBarronCrabapple_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/1994_redbarroncrabapple_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/1994_redbarroncrabapple_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/1994_redbarroncrabapple_01_th.jpg
hiroshima048,1995_weepingeuropeanlarch_01.jpg,Borah Foundation Peace Walk: Weeping European Larch,,"Photograph of a Weeping European Larch, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""Population: Peace & Conflict."" ",1995,,peace; trees,University of Idaho Arboretum,,,1995_WeepingEuropeanLarch_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/1995_weepingeuropeanlarch_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/1995_weepingeuropeanlarch_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/1995_weepingeuropeanlarch_01_th.jpg
hiroshima049,1996_turkishfilbert_01.jpg,Borah Foundation Peace Walk: Turkish Filbert,,"Photograph of a Turkish Filbert, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""The United Nations Under Fire."" ",1996,,peace; trees,University of Idaho Arboretum,,,1996_TurkishFilbert_01.,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/1996_turkishfilbert_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/1996_turkishfilbert_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/1996_turkishfilbert_01_th.jpg
hiroshima050,1997_weepingwhitemulberry_01.jpg,Borah Foundation Peace Walk: Weeping White Mulberry,,"Photograph of a Weeping White Mulberry, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""China in Transition."" ",1997,,peace; trees,University of Idaho Arboretum,,,1997_WeepingWhiteMulberry_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/1997_weepingwhitemulberry_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/1997_weepingwhitemulberry_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/1997_weepingwhitemulberry_01_th.jpg
hiroshima051,1998_columnareuropeanaspen_01.jpg,Borah Foundation Peace Walk: Columnar European Aspen,,"Photograph of a Columnar European Aspen, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""Northern Ireland: Conflict & Cooperation."" ",1998-09,,peace; trees,University of Idaho Arboretum,,,1998_ColumnarEuropeanAspen_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/1998_columnareuropeanaspen_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/1998_columnareuropeanaspen_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/1998_columnareuropeanaspen_01_th.jpg
hiroshima052,1998_cucumbertree_01.jpg,Borah Foundation Peace Walk: Cucumber Tree,,"Photograph of a Cucumber Tree, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""Planetary Stewardship: an Interdisciplinary Conference on the Environment."" ",1998-04,,peace; trees,University of Idaho Arboretum,,,1998_CucumberTree_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/1998_cucumbertree_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/1998_cucumbertree_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/1998_cucumbertree_01_th.jpg
hiroshima053,2000_giantdogwood_01.jpg,Borah Foundation Peace Walk: Giant Dogwood,,"Photograph of a Giant Dogwood, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""Natural Resource Conflict in the 21st Century."" ",2000-04,,peace; trees,University of Idaho Arboretum,,,2000_GiantDogwood_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/2000_giantdogwood_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/2000_giantdogwood_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/2000_giantdogwood_01_th.jpg
hiroshima054,2002_coloradospruce_01.jpg,Borah Foundation Peace Walk: Colorado Spruce,,"Photograph of a Colorado Spruce, a Borah Foundation Peace Walk Tree planted in commemoration of The Borah Foundation Symposium ""Israeli Palestinian Conflict Deep Causes - Lasting Solutions."" ",2002-04,,peace; trees,University of Idaho Arboretum,,,2002_ColoradoSpruce_01,,Photograph,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/2002_coloradospruce_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/2002_coloradospruce_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/2002_coloradospruce_01_th.jpg
hiroshima055,ug12_box43_folder1344_01.jpg,"Letter from President Dale to University of California, Berkley's President Sproul","Dale, Harrison C.","President Dale informs President Sproul that the University of Idaho would be willing to accept a limited number of Japanese-American student transfers from University of California, Berkley.",1942-03-18,,correspondence; university; japanese students; relocation,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_01,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_01.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_01_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_01_th.jpg
hiroshima056,ug12_box43_folder1344_02.jpg,The Six Japanese Students,,This newspaper article responds to the six japanese students brought to Moscow. It discusses an Argonaut article (Six American Citizens) and the legality of denying Japanese-American citizens the ability to enroll at the university.,,,newspaper clippings; racial discrimination; racism; japanese students; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_02,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_02.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_02_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_02_th.jpg
hiroshima057,ug12_box43_folder1344_03.jpg,Letter from President Sproul to President Dale,"Sproul, Robert G.","University of California, Berkley's President Sproul inquires if the University of Idaho would accept Japanese-American students that were being forced to relocate away from the University of California, Berkley.",1942-03-13,,correspondence; japanese students; relocation; university,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_03,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_03.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_03_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_03_th.jpg
hiroshima058,ug12_box43_folder1344_04.jpg,Letter from James B. Hughes to President Dale,"Hughes, James B.","Pastor Hughes from First Baptist Church in Coeur d'Alene, Idaho encourages President Dale to allow Japanese students to relocate to the University of Idaho.",1942-04-18,,correspondence; japanese students; university; relocation; religious leaders; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_04,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_04.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_04_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_04_th.jpg
hiroshima059,ug12_box43_folder1344_05.jpg,Letter from President Sproul to US Vice-President Henry A. Wallace,"Sproul, Robert G.","University of California, Berkley's President Sproul notifies Vice-President Wallace of a proposal for how to address Japanese American citizens who were being removed from univesities along the West Coast.",1942-05-01,,correspondence; relocation; japanese students,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_05,,Document,image/jpg,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,image,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_05.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_05_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_05_th.jpg
hiroshima060,ug12_box43_folder1344_07.pdf,Evacuees Not At All Bitter,Spokesman-Review,Sub-headed 'American Japanese to Be Evacuated From Coast; Declares Loyalty.' This article relates the feelings of Tom Hirashima a Japanese American being relocated from Santa Barbara.,1942-04-12,,newspaper clippings; japanese americans; relocation,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_07,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_07.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_07_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_07_th.jpg
hiroshima061,ug12_box43_folder1344_08.pdf,The Japanese Evacuation: Looking Backward and Forward,The Living Church,Article in a religious magazine about the relocation of Japanese citizens and how readers can help.,1942-04-12,,religious leaders; relocation; japanese americans,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_08,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_08.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_08_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_08_th.jpg
hiroshima062,ug12_box43_folder1344_09.pdf,Our Closed Door,University Argonaut,Article written by K.C. on the University of Idaho's policy to not allow Japanese American students to transfer from out-of-state instutitions due to forced relocation.,1942-04-10,,newspaper clippings; university; japanese students; moscow; anti-racism,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_09,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_09.pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_09_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_09_th.jpg
hiroshima063,ug12_box43_folder1344_10.jpg,Letter from Asher B. Wilson to President Dale,"Wilson, Asher B.","Wilson urges President Dale to only allow Japanese students who are Idaho citizens into the university, at least until the Board of Regents meets to make an order.",1942-04-06,,correspondence; university; japanese students; discrimination,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_10,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_10.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_10_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_10_th.jpg
hiroshima064,ug12_box43_folder1344_11.jpg,Letter from President L.P. Sieg to President Dale,"Sieg, L.P.",University of Washington's President Sieg assures President Dale that the six Japanese students sent to Moscow were sent before they had received word that the University of Idaho would not accept them.,1942-04-13,,correspondence; japanese students; relocation; military; moscow,,,"UG 12, University of Idaho President's Office. Records, University of Idaho Library Special Collections and Archives",UG12_Box43_Folder1344_11,,Document,application/pdf,image;stillimage,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,pdf,https://www.lib.uidaho.edu/digital/objects/hiroshima/ug12_box43_folder1344_11.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/small/ug12_box43_folder1344_11_sm.jpg,https://www.lib.uidaho.edu/digital/objects/hiroshima/thumbs/ug12_box43_folder1344_11_th.jpg
